batch_index,explainer,metric,area,comp,suff
0,deep_lift,mae,0.1,3.041492462158203,4.536799430847168
0,deep_lift,mse,0.1,0.42437857389450073,0.9564195871353149
0,deep_lift,mae,0.2,4.30157470703125,5.090987205505371
0,deep_lift,mse,0.2,0.8447372913360596,1.1792932748794556
0,deep_lift,mae,0.5,4.672505855560303,4.955289363861084
0,deep_lift,mse,0.5,1.0035548210144043,1.1028910875320435
0,feature_ablation,mae,0.1,3.1585612297058105,4.690319538116455
0,feature_ablation,mse,0.1,0.4561527967453003,1.0265034437179565
0,feature_ablation,mae,0.2,4.333446979522705,5.2065229415893555
0,feature_ablation,mse,0.2,0.8564496636390686,1.2322238683700562
0,feature_ablation,mae,0.5,4.72280216217041,5.210166931152344
0,feature_ablation,mse,0.5,1.0158641338348389,1.2171478271484375
1,deep_lift,mae,0.1,3.8082618713378906,2.4431960582733154
1,deep_lift,mse,0.1,0.7181265354156494,0.2862909734249115
1,deep_lift,mae,0.2,5.094099044799805,3.6957709789276123
1,deep_lift,mse,0.2,1.2297897338867188,0.6101534962654114
1,deep_lift,mae,0.5,5.779333114624023,4.618597984313965
1,deep_lift,mse,0.5,1.5334383249282837,0.9223220348358154
1,feature_ablation,mae,0.1,3.612245798110962,2.5774784088134766
1,feature_ablation,mse,0.1,0.628040075302124,0.32044675946235657
1,feature_ablation,mae,0.2,4.8915276527404785,3.821155071258545
1,feature_ablation,mse,0.2,1.1089290380477905,0.6431983113288879
1,feature_ablation,mae,0.5,5.945882320404053,4.9836745262146
1,feature_ablation,mse,0.5,1.613616704940796,1.0593359470367432
2,deep_lift,mae,0.1,1.7236106395721436,2.1221845149993896
2,deep_lift,mse,0.1,0.13686607778072357,0.29388725757598877
2,deep_lift,mae,0.2,2.3030991554260254,2.6238250732421875
2,deep_lift,mse,0.2,0.24028721451759338,0.38215166330337524
2,deep_lift,mae,0.5,2.612053394317627,2.8026504516601562
2,deep_lift,mse,0.5,0.31183862686157227,0.3913632333278656
2,feature_ablation,mae,0.1,1.745111346244812,2.088286876678467
2,feature_ablation,mse,0.1,0.14331957697868347,0.2835744023323059
2,feature_ablation,mae,0.2,2.3512990474700928,2.609348773956299
2,feature_ablation,mse,0.2,0.2579931616783142,0.36483266949653625
2,feature_ablation,mae,0.5,2.847867488861084,2.91965913772583
2,feature_ablation,mse,0.5,0.3936021625995636,0.4024607837200165
3,deep_lift,mae,0.1,1.5281918048858643,1.710274338722229
3,deep_lift,mse,0.1,0.11594387888908386,0.18924646079540253
3,deep_lift,mae,0.2,2.149336814880371,2.0852315425872803
3,deep_lift,mse,0.2,0.22342327237129211,0.2464267611503601
3,deep_lift,mae,0.5,2.7848215103149414,2.4915027618408203
3,deep_lift,mse,0.5,0.37463945150375366,0.2963715195655823
3,feature_ablation,mae,0.1,1.5339816808700562,1.6620172262191772
3,feature_ablation,mse,0.1,0.1122378259897232,0.17652803659439087
3,feature_ablation,mae,0.2,2.1121225357055664,2.101673126220703
3,feature_ablation,mse,0.2,0.2071421593427658,0.24249392747879028
3,feature_ablation,mae,0.5,2.660428047180176,2.6340620517730713
3,feature_ablation,mse,0.5,0.33043134212493896,0.31590867042541504
4,deep_lift,mae,0.1,2.7547824382781982,2.215395927429199
4,deep_lift,mse,0.1,0.35939887166023254,0.25845402479171753
4,deep_lift,mae,0.2,3.865361452102661,2.812896966934204
4,deep_lift,mse,0.2,0.6938855051994324,0.4277902841567993
4,deep_lift,mae,0.5,4.964759349822998,3.354480504989624
4,deep_lift,mse,0.5,1.1321254968643188,0.5172992944717407
4,feature_ablation,mae,0.1,2.3283097743988037,2.2262160778045654
4,feature_ablation,mse,0.1,0.24862250685691833,0.2732912003993988
4,feature_ablation,mae,0.2,3.3290135860443115,2.8652126789093018
4,feature_ablation,mse,0.2,0.5073292851448059,0.41869500279426575
4,feature_ablation,mae,0.5,4.385256767272949,3.7674756050109863
4,feature_ablation,mse,0.5,0.8946852087974548,0.643514096736908
5,deep_lift,mae,0.1,1.2275972366333008,1.6170949935913086
5,deep_lift,mse,0.1,0.07605863362550735,0.14558453857898712
5,deep_lift,mae,0.2,1.5316154956817627,1.8780899047851562
5,deep_lift,mse,0.2,0.12136727571487427,0.17312663793563843
5,deep_lift,mae,0.5,1.6897684335708618,1.9774854183197021
5,deep_lift,mse,0.5,0.1458672732114792,0.18247807025909424
5,feature_ablation,mae,0.1,1.1961545944213867,1.584932565689087
5,feature_ablation,mse,0.1,0.0690048336982727,0.1391582041978836
5,feature_ablation,mae,0.2,1.5153186321258545,1.857421636581421
5,feature_ablation,mse,0.2,0.11593860387802124,0.16239970922470093
5,feature_ablation,mae,0.5,1.6729271411895752,2.036665678024292
5,feature_ablation,mse,0.5,0.14078781008720398,0.18773791193962097